"id","prompt_zh","answer_fr","prompt","audio_url"
"152","[32 Transformer avantages / inconvénients｜4] 如果没有配套措施，它甚至可能制造新的困难。","Sans accompagnement, elle risque même de créer de nouvelles difficultés.","Transformer avantages / inconvénients","https://evolxd.github.io/TCFOral/audio/b2/variations-32-transformer-avantages-inconva-nients-04-sans-accompagnement-elle-risque-meme-de-creer-de-nouvelles-diffi.mp3?v=18"
"153","[32 Transformer avantages / inconvénients｜5] 所以需要根据实施条件来评估它。","Il faut donc l'évaluer selon ses conditions de mise en œuvre.","Transformer avantages / inconvénients","https://evolxd.github.io/TCFOral/audio/b2/variations-32-transformer-avantages-inconva-nients-05-il-faut-donc-l-evaluer-selon-ses-conditions-de-mise-en-uvre.mp3?v=18"
"154","[33 Transformer une idee banale sur la technologie｜1] 科技很方便。","La technologie est pratique.","Transformer une idee banale sur la technologie","https://evolxd.github.io/TCFOral/audio/b2/variations-33-transformer-une-idee-banale-sur-la-technologie-01-la-technologie-est-pratique.mp3?v=18"
"155","[33 Transformer une idee banale sur la technologie｜2] 它提高效率，也改变了我们与信息的关系。","Elle améliore l'efficacité et transforme notre rapport à l'information.","Transformer une idee banale sur la technologie","https://evolxd.github.io/TCFOral/audio/b2/variations-33-transformer-une-idee-banale-sur-la-technologie-02-elle-ameliore-l-efficacite-et-transforme-notre-rapport-a-l-infor.mp3?v=18"
"156","[33 Transformer une idee banale sur la technologie｜3] 但是，如果使用不加控制，它可能削弱注意力和批判性思维。","Cependant, si son usage n'est pas maîtrisé, elle peut affaiblir l'attention et l'esprit critique.","Transformer une idee banale sur la technologie","https://evolxd.github.io/TCFOral/audio/b2/variations-33-transformer-une-idee-banale-sur-la-technologie-03-cependant-si-son-usage-n-est-pas-maitrise-elle-peut-affaiblir-l.mp3?v=18"
"157","[33 Transformer une idee banale sur la technologie｜4] 例如，社交网络让沟通更快，但也让人接触碎片化信息。","Par exemple, les réseaux sociaux rendent la communication plus rapide, mais ils exposent aussi à des informations fragmentées.","Transformer une idee banale sur la technologie","https://evolxd.github.io/TCFOral/audio/b2/variations-33-transformer-une-idee-banale-sur-la-technologie-04-par-exemple-les-reseaux-sociaux-rendent-la-communication-plus-ra.mp3?v=18"
"158","[33 Transformer une idee banale sur la technologie｜5] 所以真正的问题不是是否使用科技，而是如何保持主动权。","La vraie question n'est donc pas d'utiliser ou non la technologie, mais de savoir comment garder le contrôle.","Transformer une idee banale sur la technologie","https://evolxd.github.io/TCFOral/audio/b2/variations-33-transformer-une-idee-banale-sur-la-technologie-05-la-vraie-question-n-est-donc-pas-d-utiliser-ou-non-la-technologi.mp3?v=18"
"159","[34 Transformer une idée banale sur l'école｜1] 学校很重要。","L'école est importante.","Transformer une idée banale sur l'école","https://evolxd.github.io/TCFOral/audio/b2/variations-34-transformer-une-ida-e-banale-sur-l-a-cole-01-l-ecole-est-importante.mp3?v=18"
"160","[34 Transformer une idée banale sur l'école｜2] 它仍然是减少起点不平等的主要方式之一。","Elle reste l'un des principaux moyens de réduire les inégalités de départ.","Transformer une idée banale sur l'école","https://evolxd.github.io/TCFOral/audio/b2/variations-34-transformer-une-ida-e-banale-sur-l-a-cole-02-elle-reste-l-un-des-principaux-moyens-de-reduire-les-inegalites.mp3?v=18"
"161","[34 Transformer une idée banale sur l'école｜3] 话虽如此，它不能单独修复所有社会不公。","Cela dit, elle ne peut pas réparer seule toutes les injustices sociales.","Transformer une idée banale sur l'école","https://evolxd.github.io/TCFOral/audio/b2/variations-34-transformer-une-ida-e-banale-sur-l-a-cole-03-cela-dit-elle-ne-peut-pas-reparer-seule-toutes-les-injustices-so.mp3?v=18"
"162","[34 Transformer une idée banale sur l'école｜4] 如果只强调成绩，就会忘记它在培养判断力方面的作用。","Si l'on insiste uniquement sur les notes, on oublie son rôle dans la formation du jugement.","Transformer une idée banale sur l'école","https://evolxd.github.io/TCFOral/audio/b2/variations-34-transformer-une-ida-e-banale-sur-l-a-cole-04-si-l-on-insiste-uniquement-sur-les-notes-on-oublie-son-role-dans.mp3?v=18"
"163","[34 Transformer une idée banale sur l'école｜5] 因此，目标应该是在知识、能力和信心之间找到平衡。","L'objectif devrait donc être de trouver un équilibre entre savoirs, compétences et confiance.","Transformer une idée banale sur l'école","https://evolxd.github.io/TCFOral/audio/b2/variations-34-transformer-une-ida-e-banale-sur-l-a-cole-05-l-objectif-devrait-donc-etre-de-trouver-un-equilibre-entre-savoi.mp3?v=18"
"164","[35 Transformer une question sur le prix｜1] 这个多少钱？","Combien cela coûte-t-il ?","Transformer une question sur le prix","https://evolxd.github.io/TCFOral/audio/b2/variations-35-transformer-une-question-sur-le-prix-01-combien-cela-coute-t-il.mp3?v=18"
"165","[35 Transformer une question sur le prix｜2] 您能告诉我总费用大概是多少吗？","Pourriez-vous m'indiquer le coût total approximatif ?","Transformer une question sur le prix","https://evolxd.github.io/TCFOral/audio/b2/variations-35-transformer-une-question-sur-le-prix-02-pourriez-vous-m-indiquer-le-cout-total-approximatif.mp3?v=18"
"166","[35 Transformer une question sur le prix｜3] 这个价格包含所有服务吗，还是需要预留额外费用？","Ce tarif comprend-il tous les services, ou faut-il prévoir des frais supplémentaires ?","Transformer une question sur le prix","https://evolxd.github.io/TCFOral/audio/b2/variations-35-transformer-une-question-sur-le-prix-03-ce-tarif-comprend-il-tous-les-services-ou-faut-il-prevoir-des-fr.mp3?v=18"
"167","[35 Transformer une question sur le prix｜4] 如果我的预算有限，您会推荐哪种方案？","Si mon budget est limité, quelle formule me conseilleriez-vous ?","Transformer une question sur le prix","https://evolxd.github.io/TCFOral/audio/b2/variations-35-transformer-une-question-sur-le-prix-04-si-mon-budget-est-limite-quelle-formule-me-conseilleriez-vous.mp3?v=18"
"168","[35 Transformer une question sur le prix｜5] 所以最终要支付的金额就是这个，没有隐藏费用，对吗？","Donc, le montant final à payer serait bien celui-ci, sans frais cachés ?","Transformer une question sur le prix","https://evolxd.github.io/TCFOral/audio/b2/variations-35-transformer-une-question-sur-le-prix-05-donc-le-montant-final-a-payer-serait-bien-celui-ci-sans-frais-ca.mp3?v=18"
"169","[36 Transformer je suis d'accord｜1] 我比较同意这个想法。","Je suis plutôt d'accord avec cette idée.","Transformer je suis d'accord","https://evolxd.github.io/TCFOral/audio/b2/variations-36-transformer-je-suis-d-accord-01-je-suis-plutot-d-accord-avec-cette-idee.mp3?v=18"
"170","[36 Transformer je suis d'accord｜2] 我觉得它有道理，但我会加一个重要条件。","Je la trouve pertinente, mais j'y ajouterais une condition importante.","Transformer je suis d'accord","https://evolxd.github.io/TCFOral/audio/b2/variations-36-transformer-je-suis-d-accord-02-je-la-trouve-pertinente-mais-j-y-ajouterais-une-condition-import.mp3?v=18"
"171","[36 Transformer je suis d'accord｜3] 它在理论上有说服力，尽管在实践中可能遇到困难。","Elle est convaincante en théorie, même si elle peut rencontrer des difficultés dans la pratique.","Transformer je suis d'accord","https://evolxd.github.io/TCFOral/audio/b2/variations-36-transformer-je-suis-d-accord-03-elle-est-convaincante-en-theorie-meme-si-elle-peut-rencontrer-de.mp3?v=18"
"172","[36 Transformer je suis d'accord｜4] 所以不能把它说成绝对答案。","Il ne faut donc pas la présenter comme une réponse absolue.","Transformer je suis d'accord","https://evolxd.github.io/TCFOral/audio/b2/variations-36-transformer-je-suis-d-accord-04-il-ne-faut-donc-pas-la-presenter-comme-une-reponse-absolue.mp3?v=18"
"173","[36 Transformer je suis d'accord｜5] 在我看来，一切取决于背景以及它如何被实施。","À mon avis, tout dépend du contexte et de la manière dont elle est appliquée.","Transformer je suis d'accord","https://evolxd.github.io/TCFOral/audio/b2/variations-36-transformer-je-suis-d-accord-05-a-mon-avis-tout-depend-du-contexte-et-de-la-maniere-dont-elle-es.mp3?v=18"
"174","[37 连接词替换表｜1] 用于让步：话虽如此；同时；必须承认。","Pour nuancer, on peut dire que cela dit, il faut reconnaître une limite importante.","连接词替换表","https://evolxd.github.io/TCFOral/audio/b2/connecteurs-37-e-e-e-01-pour-nuancer-on-peut-dire-que-cela-dit-il-faut-reconnaitre-une-l.mp3?v=18"
"175","[37 连接词替换表｜2] 用于论证：重要的是；不能忘记的是；这说明。","Pour argumenter, ce qui est important, c'est de ne pas oublier le contexte.","连接词替换表","https://evolxd.github.io/TCFOral/audio/b2/connecteurs-37-e-e-e-02-pour-argumenter-ce-qui-est-important-c-est-de-ne-pas-oublier-le.mp3?v=18"
"176","[37 连接词替换表｜3] 用于总结：总之；因此；需要寻找平衡。","Pour conclure, en résumé, il faut chercher un équilibre.","连接词替换表","https://evolxd.github.io/TCFOral/audio/b2/connecteurs-37-e-e-e-03-pour-conclure-en-resume-il-faut-chercher-un-equilibre.mp3?v=18"
